pair_id,start_gantry_id,start_link_id,longitude,latitude,end_gantry_id,end_link_id,longitude,latitude,distance_km,direction
01H0447N_01H0333N,01H0447N,00001B0104400H,121.332072,25.059242,01H0333N,00001B0103310F,121.435133,25.068147,11.4,North
01H0447S_01H0579S,01H0447S,00001B0004400H,121.331858,25.060125,01H0579S,00001B0005700H,121.232531,24.984094,13.2,South
01H0579N_01H0447N,01H0579N,00001B0105700H,121.232981,24.983667,01H0447N,00001B0104400H,121.332072,25.059242,13.2,North
01H0579S_01F0633S,01H0579S,00001B0005700H,121.232531,24.984094,01F0633S,0000100006300H,121.195594,24.949281,5.5,South
01H0579S_01H0610S,01H0579S,00001B0005700H,121.232531,24.984094,01H0610S,00001B0006020H,121.209867,24.96525,3.1,South
01H0608N_01F0584N,01H0608N,00001B0106020H,121.211614,24.965878,01F0584N,0000100105800H,121.228944,24.980558,2.4,North
01H0608N_01H0579N,01H0608N,00001B0106020H,121.211614,24.965878,01H0579N,00001B0105700H,121.232981,24.983667,2.9,North
01H0610S_01F0750S,01H0610S,00001B0006020H,121.209867,24.96525,01F0750S,0000100007400H,121.111731,24.893436,13.9,South
03A0015S_03A0041S,03A0015S,0000310000100A,121.562375,25.011819,03A0041S,0000310000410A,121.586039,25.003864,2.6,South
03A0041N_03A0015N,03A0041N,0000310100410A,121.586039,25.003864,03A0015N,0000310100100A,121.562375,25.011819,2.6,North
03A0041S_03F0201N,03A0041S,0000310000410A,121.586039,25.003864,03F0201N,0000300102000F,121.596381,25.007375,1.8,North
03A0041S_03F0217S,03A0041S,0000310000410A,121.586039,25.003864,03F0217S,0000300002110A,121.592933,24.993567,1.7,South
03F0006S_01F0061S,03F0006S,0000300000070C,121.708908,25.137106,01F0061S,0000100000600C,121.693644,25.088272,6.8,South
03F0006S_03F0087S,03F0006S,0000300000070C,121.708908,25.137106,03F0087S,0000300000870F,121.653556,25.089994,8.1,South
03F0054N_01F0061S,03F0054N,0000300100520C,121.681789,25.103747,01F0061S,0000100000600C,121.693644,25.088272,7.6,South
03F0054N_03F0021N,03F0054N,0000300100520C,121.681789,25.103747,03F0021N,0000300100200C,121.698631,25.129514,3.3,North
03F0087S_01F0099N,03F0087S,0000300000870F,121.653556,25.089994,01F0099N,0000100100900F,121.659422,25.076044,4.2,North
03F0087S_01F0147S,03F0087S,0000300000870F,121.653556,25.089994,01F0147S,0000100001440A,121.613519,25.065644,5.4,South
03F0087S_01H0163S,03F0087S,0000300000870F,121.653556,25.089994,01H0163S,00001A0001600A,121.598733,25.064006,6.9,South
03F0087S_03F0116S,03F0087S,0000300000870F,121.653556,25.089994,03F0116S,0000300001160F,121.643467,25.065611,2.9,South
03F0116N_01F0099N,03F0116N,0000300101150F,121.643467,25.065611,01F0099N,0000100100900F,121.659422,25.076044,2.2,North
03F0116N_01F0147S,03F0116N,0000300101150F,121.643467,25.065611,01F0147S,0000100001440A,121.613519,25.065644,4.9,South
03F0116N_01H0163S,03F0116N,0000300101150F,121.643467,25.065611,01H0163S,00001A0001600A,121.598733,25.064006,6.4,South
03F0116N_03F0054N,03F0116N,0000300101150F,121.643467,25.065611,03F0054N,0000300100520C,121.681789,25.103747,6.2,North
03F0116S_03F0136S,03F0116S,0000300001160F,121.643467,25.065611,03F0136S,0000300001360F,121.631281,25.052742,2,South
03F0136S_03F0158S,03F0136S,0000300001360F,121.631281,25.052742,03F0158S,0000300001550A,121.621386,25.036533,2.2,South
03F0140N_03F0116N,03F0140N,0000300101400F,121.628156,25.050319,03F0116N,0000300101150F,121.643467,25.065611,2.4,North
03F0150N_03F0140N,03F0150N,0000301105010F,121.624789,25.042389,03F0140N,0000300101400F,121.628156,25.050319,1,North
03F0158S_03F0201S,03F0158S,0000300001550A,121.621386,25.036533,03F0201S,0000300001990F,121.595981,25.007436,4.3,South
03F0158S_05F0000S,03F0158S,0000300001550A,121.621386,25.036533,05F0000S,0000501001000A,121.62302,25.035183,0.8,South
03F0201N_03F0150N,03F0201N,0000300102000F,121.596381,25.007375,03F0150N,0000301105010F,121.624789,25.042389,5.1,North
03F0201N_05F0000S,03F0201N,0000300102000F,121.596381,25.007375,05F0000S,0000501001000A,121.62302,25.035183,4.4,South
03F0201S_03A0041N,03F0201S,0000300001990F,121.595981,25.007436,03A0041N,0000310100410A,121.586039,25.003864,1.4,North
03F0201S_03F0217S,03F0201S,0000300001990F,121.595981,25.007436,03F0217S,0000300002110A,121.592933,24.993567,1.6,South
03F0217N_03A0041N,03F0217N,0000300102160A,121.593367,24.993744,03A0041N,0000310100410A,121.586039,25.003864,2.2,North
03F0217N_03F0201N,03F0217N,0000300102160A,121.593367,24.993744,03F0201N,0000300102000F,121.596381,25.007375,1.6,North
03F0217S_03F0301S,03F0217S,0000300002110A,121.592933,24.993567,03F0301S,0000300003000F,121.530572,24.96255,8.4,South
03F0301N_03F0217N,03F0301N,0000300103000F,121.530572,24.96255,03F0217N,0000300102160A,121.593367,24.993744,8.4,North
03F0301S_03F0337S,03F0301S,0000300003000F,121.530572,24.96255,03F0337S,0000300003310F,121.502381,24.978881,3.6,South
03F0337S_03F0385S,03F0337S,0000300003310F,121.502381,24.978881,03F0385S,0000300003900F,121.463693,24.976531,4.8,South
03F0338N_03F0301N,03F0338N,0000300103320F,121.501744,24.978586,03F0301N,0000300103000F,121.530572,24.96255,3.7,North
03F0385N_03F0338N,03F0385N,0000300103900F,121.463693,24.976531,03F0338N,0000300103320F,121.501744,24.978586,4.7,North
03F0385S_03F0447S,03F0385S,0000300003900F,121.463693,24.976531,03F0447S,0000300004400F,121.412681,24.950503,6.2,South
03F0447N_03F0385N,03F0447N,0000300104400F,121.412681,24.950503,03F0385N,0000300103900F,121.463693,24.976531,6.2,North
03F0447S_03F0498S,03F0447S,0000300004400F,121.412681,24.950503,03F0498S,0000300004900F,121.365275,24.943825,5.1,South
03F0498N_03F0447N,03F0498N,0000300104900F,121.365275,24.943825,03F0447N,0000300104400F,121.412681,24.950503,5.1,North
03F0498S_03F0525S,03F0498S,0000300004900F,121.365275,24.943825,03F0525S,0000300005200F,121.3419,24.936025,2.7,South
03F0525N_03F0498N,03F0525N,0000300105200F,121.3419,24.936025,03F0498N,0000300104900F,121.365275,24.943825,2.7,North
03F0525S_01F0511N,03F0525S,0000300005200F,121.3419,24.936025,01F0511N,0000100105100H,121.281731,25.025953,14.3,North
03F0525S_01F0532S,03F0525S,0000300005200F,121.3419,24.936025,01F0532S,0000100005310H,121.266194,25.012944,14.4,South
03F0525S_03F0559S,03F0525S,0000300005200F,121.3419,24.936025,03F0559S,0000300005520H,121.312458,24.930225,3.4,South
03F0559N_01F0511N,03F0559N,0000300105520H,121.312458,24.930225,01F0511N,0000100105100H,121.281731,25.025953,14.4,North
03F0559N_01F0532S,03F0559N,0000300105520H,121.312458,24.930225,01F0532S,0000100005310H,121.266194,25.012944,14.5,South
03F0559N_03F0525N,03F0559N,0000300105520H,121.312458,24.930225,03F0525N,0000300105200F,121.3419,24.936025,3.4,North
03F0559S_03F0648S,03F0559S,0000300005520H,121.312458,24.930225,03F0648S,0000300006400H,121.250839,24.878792,8.9,South
03F0648N_03F0559N,03F0648N,0000300106400H,121.250839,24.878792,03F0559N,0000300105520H,121.312458,24.930225,8.9,North
03F0648S_03F0698S,03F0648S,0000300006400H,121.250839,24.878792,03F0698S,0000300006900H,121.208581,24.856558,5,South
03F0698N_03F0648N,03F0698N,0000300106900H,121.208581,24.856558,03F0648N,0000300106400H,121.250839,24.878792,5,North
03F0698S_03F0746S,03F0698S,0000300006900H,121.208581,24.856558,03F0746S,0000300007460J,121.200339,24.816364,4.8,South
03F0746N_03F0698N,03F0746N,0000300107460J,121.200339,24.816364,03F0698N,0000300106900H,121.208581,24.856558,4.8,North
03F0746S_03F0783S,03F0746S,0000300007460J,121.200339,24.816364,03F0783S,0000300007800J,121.179128,24.797339,3.7,South
03F0783N_03F0746N,03F0783N,0000300107810J,121.179128,24.797339,03F0746N,0000300107460J,121.200339,24.816364,3.7,North
03F0783S_03F0846S,03F0783S,0000300007800J,121.179128,24.797339,03F0846S,0000300008400J,121.125997,24.791439,6.3,South
03F0846N_03F0783N,03F0846N,0000300108400J,121.125997,24.791439,03F0783N,0000300107810J,121.179128,24.797339,6.3,North
03F0846S_03F0961S,03F0846S,0000300008400J,121.125997,24.791439,03F0961S,0000300009600J,121.030425,24.758442,11.5,South
03F0961N_03F0846N,03F0961N,0000300109600J,121.030425,24.758442,03F0846N,0000300108400J,121.125997,24.791439,11.5,North
03F0961S_03F0996S,03F0961S,0000300009600J,121.030425,24.758442,03F0996S,0000300009940J,120.997269,24.755811,3.5,South
03F0996N_03F0961N,03F0996N,0000300109940J,120.997269,24.755811,03F0961N,0000300109600J,121.030425,24.758442,3.5,North
03F0996S_01F0979N,03F0996S,0000300009940J,120.997269,24.755811,01F0979N,0000100109740J,120.999897,24.764414,1.9,North
03F0996S_01F1045S,03F0996S,0000300009940J,120.997269,24.755811,01F1045S,0000100010400J,120.951897,24.727131,6.3,South
03F0996S_03F1022S,03F0996S,0000300009940J,120.997269,24.755811,03F1022S,0000300010200J,120.972267,24.757914,2.6,South
03F1022N_01F0979N,03F1022N,0000300110200J,120.972267,24.757914,01F0979N,0000100109740J,120.999897,24.764414,3.1,North
03F1022N_01F1045S,03F1022N,0000300110200J,120.972267,24.757914,01F1045S,0000100010400J,120.951897,24.727131,6.2,South
03F1022N_03F0996N,03F1022N,0000300110200J,120.972267,24.757914,03F0996N,0000300109940J,120.997269,24.755811,2.6,North
03F1022S_03F1051S,03F1022S,0000300010200J,120.972267,24.757914,03F1051S,0000300010500O,120.945675,24.753094,2.9,South
03F1051N_03F1022N,03F1051N,0000300110500O,120.945675,24.753094,03F1022N,0000300110200J,120.972267,24.757914,2.9,North
03F1051S_03F1128S,03F1051S,0000300010500O,120.945675,24.753094,03F1128S,0000300011200K,120.889639,24.711383,7.7,South
03F1128N_03F1051N,03F1128N,0000300111200K,120.889639,24.711383,03F1051N,0000300110500O,120.945675,24.753094,7.7,North
03F1128S_03F1161S,03F1128S,0000300011200K,120.889639,24.711383,03F1161S,0000300011600K,120.860086,24.698006,3.3,South
03F1161N_03F1128N,03F1161N,0000300111600K,120.860086,24.698006,03F1128N,0000300111200K,120.889639,24.711383,3.3,North
03F1161S_03F1215S,03F1161S,0000300011600K,120.860086,24.698006,03F1215S,0000300012100K,120.838242,24.655964,5.4,South
03F1215N_03F1161N,03F1215N,0000300112100K,120.838242,24.655964,03F1161N,0000300111600K,120.860086,24.698006,5.4,North
03F1215S_03F1257S,03F1215S,0000300012100K,120.838242,24.655964,03F1257S,0000300012520K,120.814006,24.627161,4.2,South
03F1257N_03F1215N,03F1257N,0000300112520K,120.814006,24.627161,03F1215N,0000300112100K,120.838242,24.655964,4.2,North
03F1257S_03F1332S,03F1257S,0000300012520K,120.814006,24.627161,03F1332S,0000300013300K,120.76442,24.579641,7.5,South
03F1332N_03F1257N,03F1332N,0000300113300K,120.76442,24.579641,03F1257N,0000300112520K,120.814006,24.627161,7.5,North
03F1332S_03F1395S,03F1332S,0000300013300K,120.76442,24.579641,03F1395S,0000300013900K,120.73325,24.531124,6.3,South
03F1395N_03F1332N,03F1395N,0000300113900K,120.73325,24.531124,03F1332N,0000300113300K,120.76442,24.579641,6.3,North
03F1395S_03F1485S,03F1395S,0000300013900K,120.73325,24.531124,03F1485S,0000300014800K,120.68121,24.467308,9,South
03F1485N_03F1395N,03F1485N,0000300114800K,120.68121,24.467308,03F1395N,0000300113900K,120.73325,24.531124,9,North
03F1485S_03F1633S,03F1485S,0000300014800K,120.68121,24.467308,03F1633S,0000300016300B,120.651566,24.34112,14.8,South
03F1633N_03F1485N,03F1633N,0000300116300B,120.651566,24.34112,03F1485N,0000300114800K,120.68121,24.467308,14.8,North
03F1633S_03F1651S,03F1633S,0000300016300B,120.651566,24.34112,03F1651S,0000300016500B,120.635574,24.334719,1.8,South
03F1651N_03F1633N,03F1651N,0000300116520B,120.635574,24.334719,03F1633N,0000300116300B,120.651566,24.34112,1.8,North
03F1651S_01F1621N,03F1651S,0000300016500B,120.635574,24.334719,01F1621N,0000100116200B,120.697325,24.301186,17.1,North
03F1651S_01F1664S,03F1651S,0000300016500B,120.635574,24.334719,01F1664S,0000100016610B,120.691956,24.262647,13.9,South
03F1651S_03F1710S,03F1651S,0000300016500B,120.635574,24.334719,03F1710S,0000300017100B,120.60197,24.292881,5.9,South
03F1710N_01F1621N,03F1710N,0000300117100B,120.60197,24.292881,01F1621N,0000100116200B,120.697325,24.301186,15.2,North
03F1710N_01F1664S,03F1710N,0000300117100B,120.60197,24.292881,01F1664S,0000100016610B,120.691956,24.262647,12,South
03F1710N_03F1651N,03F1710N,0000300117100B,120.60197,24.292881,03F1651N,0000300116520B,120.635574,24.334719,5.9,North
03F1710S_03F1739S,03F1710S,0000300017100B,120.60197,24.292881,03F1739S,0000300017400B,120.590805,24.269464,2.9,South
03F1739N_03F1710N,03F1739N,0000300117400B,120.590805,24.269464,03F1710N,0000300117100B,120.60197,24.292881,2.9,North
03F1739S_03F1779S,03F1739S,0000300017400B,120.590805,24.269464,03F1779S,0000300017700B,120.59331,24.234648,4,South
03F1779N_03F1739N,03F1779N,0000300117700B,120.59331,24.234648,03F1739N,0000300117400B,120.590805,24.269464,4,North
03F1779S_03F1860S,03F1779S,0000300017700B,120.59331,24.234648,03F1860S,0000300018600B,120.54824,24.177832,8.1,South
03F1860N_03F1779N,03F1860N,0000300118600B,120.54824,24.177832,03F1779N,0000300117700B,120.59331,24.234648,8.1,North
03F1860S_03F1944S,03F1860S,0000300018600B,120.54824,24.177832,03F1944S,0000300019400N,120.53669,24.11901,8.4,South
03F1941N_03F1860N,03F1941N,0000300119400N,120.534546,24.120947,03F1860N,0000300118600B,120.54824,24.177832,8.1,North
03F1944S_01F1906N,03F1944S,0000300019400N,120.53669,24.11901,01F1906N,0000100119050B,120.568131,24.113572,5.2,North
03F1944S_01F1960S,03F1944S,0000300019400N,120.53669,24.11901,01F1960S,0000100019600N,120.52785,24.085622,6.1,South
03F1944S_03F1991S,03F1944S,0000300019400N,120.53669,24.11901,03F1991S,0000300019900N,120.57766,24.102808,4.7,South
03F1991S_03F2066S,03F1991S,0000300019900N,120.57766,24.102808,03F2066S,0000300020600B,120.63971,24.070333,7.5,South
03F1992N_01F1906N,03F1992N,0000300119900N,120.57875,24.102526,01F1906N,0000100119050B,120.568131,24.113572,5.6,North
03F1992N_01F1960S,03F1992N,0000300119900N,120.57875,24.102526,01F1960S,0000100019600N,120.52785,24.085622,6.5,South
03F1992N_03F1941N,03F1992N,0000300119900N,120.57875,24.102526,03F1941N,0000300119400N,120.534546,24.120947,5.1,North
03F2066N_03F1992N,03F2066N,0000300120600B,120.63971,24.070333,03F1992N,0000300119900N,120.57875,24.102526,7.4,North
03F2066S_03F2079S,03F2066S,0000300020600B,120.63971,24.070333,03F2079S,0000300020800B,120.65236,24.067778,1.3,South
03F2078N_03F2066N,03F2078N,0000300120800B,120.651436,24.067959,03F2066N,0000300120600B,120.63971,24.070333,1.2,North
03F2079S_03F2100S,03F2079S,0000300020800B,120.65236,24.067778,03F2100S,0000300021000B,120.67097,24.060654,2.1,South
03F2100N_03F2078N,03F2100N,0000300121000B,120.67153,24.060429,03F2078N,0000300120800B,120.651436,24.067959,2.2,North
03F2100S_03F2129S,03F2100S,0000300021000B,120.67097,24.060654,03F2129S,0000300021300B,120.67593,24.037418,2.9,South
03F2125N_03F2100N,03F2125N,0000300121220B,120.67786,24.040995,03F2100N,0000300121000B,120.67153,24.060429,2.5,North
03F2129S_03F2152S,03F2129S,0000300021300B,120.67593,24.037418,03F2152S,0000300021510N,120.66322,24.019993,2.3,South
03F2152S_03F2194S,03F2152S,0000300021510N,120.66322,24.019993,03F2194S,0000300021900M,120.65272,23.985844,4.2,South
03F2153N_03F2125N,03F2153N,0000300121510N,120.66316,24.018944,03F2125N,0000300121220B,120.67786,24.040995,2.8,North
03F2194N_03F2153N,03F2194N,0000300121900M,120.65272,23.985844,03F2153N,0000300121510N,120.66316,24.018944,4.1,North
03F2194S_01F2011N,03F2194S,0000300021900M,120.65272,23.985844,01F2011N,0000100120100N,120.522786,24.040639,27.2,North
03F2194S_01F2089S,03F2194S,0000300021900M,120.65272,23.985844,01F2089S,0000100020900N,120.506117,23.971794,22.8,South
03F2194S_03F2235S,03F2194S,0000300021900M,120.65272,23.985844,03F2235S,0000300022340M,120.66127,23.955503,4.1,South
03F2231N_01F2011N,03F2231N,0000300122300M,120.657616,23.957104,01F2011N,0000100120100N,120.522786,24.040639,25.2,North
03F2231N_01F2089S,03F2231N,0000300122300M,120.657616,23.957104,01F2089S,0000100020900N,120.506117,23.971794,20.9,South
03F2231N_03F2194N,03F2231N,0000300122300M,120.657616,23.957104,03F2194N,0000300121900M,120.65272,23.985844,3.7,North
03F2235S_03F2261S,03F2235S,0000300022340M,120.66127,23.955503,03F2261S,0000300022600M,120.67704,23.9376,2.6,South
03F2260N_03F2231N,03F2260N,0000300122600M,120.67685,23.937927,03F2231N,0000300122300M,120.657616,23.957104,2.9,North
03F2261S_03F2306S,03F2261S,0000300022600M,120.67704,23.9376,03F2306S,0000300023000M,120.70283,23.90678,4.5,South
03F2306N_03F2260N,03F2306N,0000300123000M,120.70283,23.90678,03F2260N,0000300122600M,120.67685,23.937927,4.6,North
03F2306S_03F2336S,03F2306S,0000300023000M,120.70283,23.90678,03F2336S,0000300023300M,120.70918,23.88203,3,South
03F2336N_03F2306N,03F2336N,0000300123300M,120.70918,23.88203,03F2306N,0000300123000M,120.70283,23.90678,3,North
03F2336S_03F2415S,03F2336S,0000300023300M,120.70918,23.88203,03F2415S,0000300024100M,120.700005,23.814837,7.9,South
03F2415N_03F2336N,03F2415N,0000300124100M,120.700005,23.814837,03F2336N,0000300123300M,120.70918,23.88203,7.9,North
03F2415S_03F2447S,03F2415S,0000300024100M,120.700005,23.814837,03F2447S,0000300024400M,120.70452,23.787485,3.2,South
03F2447N_03F2415N,03F2447N,0000300124430M,120.70452,23.787485,03F2415N,0000300124100M,120.700005,23.814837,3.2,North
03F2447S_03F2535S,03F2447S,0000300024400M,120.70452,23.787485,03F2535S,0000300025300P,120.6259,23.775581,8.8,South
03F2535N_03F2447N,03F2535N,0000300125300P,120.6259,23.775581,03F2447N,0000300124430M,120.70452,23.787485,8.8,North
03F2535S_03F2614S,03F2535S,0000300025300P,120.6259,23.775581,03F2614S,0000300026120P,120.60178,23.724424,7.9,South
03F2614N_03F2535N,03F2614N,0000300126120P,120.60178,23.724424,03F2535N,0000300125300P,120.6259,23.775581,7.9,North
03F2614S_01F2425N,03F2614S,0000300026120P,120.60178,23.724424,01F2425N,0000100124200P,120.462281,23.677375,21.5,North
03F2614S_01F2472S,03F2614S,0000300026120P,120.60178,23.724424,01F2472S,0000100024700P,120.443114,23.639556,24.5,South
03F2614S_03F2709S,03F2614S,0000300026120P,120.60178,23.724424,03F2709S,0000300027100P,120.57295,23.649141,9.5,South
03F2709N_01F2425N,03F2709N,0000300127100P,120.572914,23.649279,01F2425N,0000100124200P,120.462281,23.677375,15.6,North
03F2709N_01F2472S,03F2709N,0000300127100P,120.572914,23.649279,01F2472S,0000100024700P,120.443114,23.639556,18.6,South
03F2709N_03F2614N,03F2709N,0000300127100P,120.572914,23.649279,03F2614N,0000300126120P,120.60178,23.724424,9.5,North
03F2709S_03F2747S,03F2709S,0000300027100P,120.57295,23.649141,03F2747S,0000300027500P,120.55856,23.618202,3.8,South
03F2747N_03F2709N,03F2747N,0000300127500P,120.55856,23.618202,03F2709N,0000300127100P,120.572914,23.649279,3.8,North
03F2747S_03F2777S,03F2747S,0000300027500P,120.55856,23.618202,03F2777S,0000300027800P,120.53251,23.606792,3,South
03F2777N_03F2747N,03F2777N,0000300127800P,120.53251,23.606792,03F2747N,0000300127500P,120.55856,23.618202,3,North
03F2777S_03F2840S,03F2777S,0000300027800P,120.53251,23.606792,03F2840S,0000300028400Q,120.50506,23.558125,6.3,South
03F2840N_03F2777N,03F2840N,0000300128400Q,120.50506,23.558125,03F2777N,0000300127800P,120.53251,23.606792,6.3,North
03F2840S_03F2899S,03F2840S,0000300028400Q,120.50506,23.558125,03F2899S,0000300029000Q,120.48633,23.511683,5.9,South
03F2899N_03F2840N,03F2899N,0000300129000Q,120.48633,23.511683,03F2840N,0000300128400Q,120.50506,23.558125,5.9,North
03F2899S_03F2923S,03F2899S,0000300029000Q,120.48633,23.511683,03F2923S,0000300029210Q,120.49458,23.492079,2.4,South
03F2923N_03F2899N,03F2923N,0000300129220Q,120.49458,23.492079,03F2899N,0000300129000Q,120.48633,23.511683,2.4,North
03F2923S_03F2985S,03F2923S,0000300029210Q,120.49458,23.492079,03F2985S,0000300029840Q,120.4812,23.442486,6.2,South
03F2985N_03F2923N,03F2985N,0000300129850Q,120.4812,23.442486,03F2923N,0000300129220Q,120.49458,23.492079,6.2,North
03F2985S_01F2714N,03F2985S,0000300029840Q,120.4812,23.442486,01F2714N,0000100127110Q,120.361561,23.436367,15.1,North
03F2985S_01F2827S,03F2985S,0000300029840Q,120.4812,23.442486,01F2827S,0000100028300D,120.322192,23.347469,24.3,South
03F2985S_03F3101S,03F2985S,0000300029840Q,120.4812,23.442486,03F3101S,0000300031000D,120.436356,23.361254,11.6,South
03F3101N_01F2714N,03F3101N,0000300131000D,120.436356,23.361254,01F2714N,0000100127110Q,120.361561,23.436367,22.9,North
03F3101N_01F2827S,03F3101N,0000300131000D,120.436356,23.361254,01F2827S,0000100028300D,120.322192,23.347469,32.1,South
03F3101N_03F2985N,03F3101N,0000300131000D,120.436356,23.361254,03F2985N,0000300129850Q,120.4812,23.442486,11.6,North
03F3101S_03F3187S,03F3101S,0000300031000D,120.436356,23.361254,03F3187S,0000300031900D,120.40417,23.296692,8.6,South
03F3187N_03F3101N,03F3187N,0000300131900D,120.40417,23.296692,03F3101N,0000300131000D,120.436356,23.361254,8.6,North
03F3187S_03F3211S,03F3187S,0000300031900D,120.40417,23.296692,03F3211S,0000300032120D,120.39025,23.279282,2.4,South
03F3211N_03F3187N,03F3211N,0000300132120D,120.39025,23.279282,03F3187N,0000300131900D,120.40417,23.296692,2.4,North
03F3211S_03F3259S,03F3211S,0000300032120D,120.39025,23.279282,03F3259S,0000300032600D,120.36738,23.244993,4.8,South
03F3259N_03F3211N,03F3259N,0000300132600D,120.36738,23.244993,03F3211N,0000300132120D,120.39025,23.279282,4.8,North
03F3259S_03F3307S,03F3259S,0000300032600D,120.36738,23.244993,03F3307S,0000300033100D,120.35546,23.203276,4.8,South
03F3307N_03F3259N,03F3307N,0000300133100D,120.35546,23.203276,03F3259N,0000300132600D,120.36738,23.244993,4.8,North
03F3307S_01F2930N,03F3307S,0000300033100D,120.35546,23.203276,01F2930N,0000100129300D,120.265769,23.272589,24.1,North
03F3307S_01F3019S,03F3307S,0000300033100D,120.35546,23.203276,01F3019S,0000100030200D,120.236422,23.197286,20.7,South
03F3307S_03F3392S,03F3307S,0000300033100D,120.35546,23.203276,03F3392S,0000300033900D,120.33371,23.132065,8.5,South
03F3392N_01F2930N,03F3392N,0000300133900D,120.33371,23.132065,01F2930N,0000100129300D,120.265769,23.272589,25,North
03F3392N_01F3019S,03F3392N,0000300133900D,120.33371,23.132065,01F3019S,0000100030200D,120.236422,23.197286,21.7,South
03F3392N_03F3307N,03F3392N,0000300133900D,120.33371,23.132065,03F3307N,0000300133100D,120.35546,23.203276,8.5,North
03F3392S_03F3445S,03F3392S,0000300033900D,120.33371,23.132065,03F3445S,0000300034400D,120.32903,23.085272,5.3,South
03F3445N_03F3392N,03F3445N,0000300134400D,120.32903,23.085272,03F3392N,0000300133900D,120.33371,23.132065,5.3,North
03F3445S_01F3126N,03F3445S,0000300034400D,120.32903,23.085272,01F3126N,0000100131220D,120.247681,23.104817,13.1,North
03F3445S_01F3185S,03F3445S,0000300034400D,120.32903,23.085272,01F3185S,0000100031900D,120.253025,23.051311,14.1,South
03F3445S_03F3496S,03F3445S,0000300034400D,120.32903,23.085272,03F3496S,0000300035000D,120.32517,23.040203,5.1,South
03F3496N_01F3126N,03F3496N,0000300135000D,120.32517,23.040203,01F3126N,0000100131220D,120.247681,23.104817,13.6,North
03F3496N_01F3185S,03F3496N,0000300135000D,120.32517,23.040203,01F3185S,0000100031900D,120.253025,23.051311,14.6,South
03F3496N_03F3445N,03F3496N,0000300135000D,120.32517,23.040203,03F3445N,0000300134400D,120.32903,23.085272,5.1,North
03F3496S_03F3588S,03F3496S,0000300035000D,120.32517,23.040203,03F3588S,0000300035900D,120.340164,22.969757,9.2,South
03F3588N_03F3496N,03F3588N,0000300135900D,120.340164,22.969757,03F3496N,0000300135000D,120.32517,23.040203,9.2,North
03F3588S_03F3670S,03F3588S,0000300035900D,120.340164,22.969757,03F3670S,0000300036700D,120.35477,22.90197,8.2,South
03F3670N_03F3588N,03F3670N,0000300136700D,120.35477,22.90197,03F3588N,0000300135900D,120.340164,22.969757,8.2,North
03F3670S_03F3743S,03F3670S,0000300036700D,120.35477,22.90197,03F3743S,0000300037400E,120.38543,22.845121,7.3,South
03F3743N_03F3670N,03F3743N,0000300137400E,120.38543,22.845121,03F3670N,0000300136700D,120.35477,22.90197,7.3,North
03F3743S_01F3590N,03F3743S,0000300037400E,120.38543,22.845121,01F3590N,0000100135900E,120.328181,22.703364,29.3,North
03F3743S_01F3640S,03F3743S,0000300037400E,120.38543,22.845121,01F3640S,0000100036400E,120.332081,22.658892,28.3,South
03F3743S_03F3854S,03F3743S,0000300037400E,120.38543,22.845121,03F3854S,0000300038600E,120.44184,22.769197,11.1,South
03F3854N_01F3590N,03F3854N,0000300138600E,120.44184,22.769197,01F3590N,0000100135900E,120.328181,22.703364,23.9,North
03F3854N_01F3640S,03F3854N,0000300138600E,120.44184,22.769197,01F3640S,0000100036400E,120.332081,22.658892,22.9,South
03F3854N_03F3743N,03F3854N,0000300138600E,120.44184,22.769197,03F3743N,0000300137400E,120.38543,22.845121,11.1,North
03F3854S_03F3916S,03F3854S,0000300038600E,120.44184,22.769197,03F3916S,0000300039200T,120.49684,22.749792,6.2,South
03F3916N_03F3854N,03F3916N,0000300139200T,120.49684,22.749792,03F3854N,0000300138600E,120.44184,22.769197,6.2,North
03F3916S_03F3981S,03F3916S,0000300039200T,120.49684,22.749792,03F3981S,0000300039800T,120.53934,22.7058,6.5,South
03F3981S_03F4018S,03F3981S,0000300039800T,120.53934,22.7058,03F4018S,0000300040200T,120.56309,22.682775,3.7,South
03F3984N_03F3916N,03F3984N,0000300139800T,120.54113,22.704641,03F3916N,0000300139200T,120.49684,22.749792,6.8,North
03F4018S_03F4142S,03F4018S,0000300040200T,120.56309,22.682775,03F4142S,0000300041400T,120.52616,22.579586,12.4,South
03F4021N_03F3984N,03F4021N,0000300140200T,120.56331,22.680347,03F3984N,0000300139800T,120.54113,22.704641,3.7,North
03F4142N_03F4021N,03F4142N,0000300141400T,120.52616,22.579586,03F4021N,0000300140200T,120.56331,22.680347,12.1,North
03F4142S_01F3696N,03F4142S,0000300041400T,120.52616,22.579586,01F3696N,0000100137000E,120.339608,22.609428,23.2,North
03F4142S_03F4168S,03F4142S,0000300041400T,120.52616,22.579586,03F4168S,0000300041700T,120.52456,22.557186,2.6,South
03F4168N_01F3696N,03F4168N,0000300141700T,120.52476,22.557407,01F3696N,0000100137000E,120.339608,22.609428,24.1,North
03F4168N_03F4142N,03F4168N,0000300141700T,120.52476,22.557407,03F4142N,0000300141400T,120.52616,22.579586,2.6,North
03F4168S_03F4232S,03F4168S,0000300041700T,120.52456,22.557186,03F4232S,0000300042300T,120.52577,22.501368,6.4,South
